names,date_x,score,genre,overview,crew,orig_title,orig_lang,budget_x,revenue,country,season,event_week,budget_ranges,sequels,star_actor,audienceScore
in full bloom,12/18/2020,70,"Action, Drama","Set shortly after the end of World War II, a philosophical boxing drama of two fighters from opposite worlds (USA and Japan) who are pulled together for a questionable fight arranged by their unscrupulous managers and the Yakuza.","Tyler JW Wood, Clint Sullivan, Yusuke Ogasawara, Masahiro, Hiroyuki Watanabe, Tetsuro Tokugawa, Timothy V. Murphy, Roane, S. Scott McCracken, Silas Roanoke, Stefanie Estes, Genevieve Sullivan, Hidetoshi Imura, Satoshi Shinohara, Shu Sakimoto, Shichiro Shinohara, Francis Polo, Julius",In Full Bloom,English,108400000.0,765957562.2,US,Winter,None,Mid Budget,0,0,
hunger,4/4/2023,67,"Drama, Thriller",A talented young street-food cook pushes herself to the limit after accepting an invitation to train under an infamous and ruthless chef.,"Chutimon Chuengcharoensukying, Aoy, Nopachai Chaiyanam, Chef Paul, Gunn Svasti, Tone, Bhumibhat Thavornsiri, Au, Varit Hongsananda, Tos, Prachan Vong-uthaiphan, , Ratchawat Vichianrat, , Pattarawit Junthai, , Rangsit Budngam,",คนหิว เกมกระหาย,Thai,69800000.0,438447488.6,TH,Spring,None,Mid Budget,0,1,
assassins,1/26/2020,69,Documentary,"True crime meets global spy thriller in this gripping account of the assassination of Kim Jong-nam, the half brother of the North Korean leader. The film follows the trial of the two female assassins, probing the question: were the women trained killers or innocent pawns of North Korea?","Siti Aisyah, Self, Doan Thi Huong, Self, Hadi Azmi, Self, Anna Fifield, Self, Kim Jong-nam, Self (archive footage), Kim Jong-un, Self (archive footage), Donald Trump, Self (archive footage), Ri Sol-ju, Self (archive footage), Moon Jae-in, Self (archive footage)",Assassins,English,50000000.0,83306268.0,US,Winter,None,Mid Budget,0,1,
clerks iii,9/4/2022,61,Comedy,"After narrowly surviving a massive heart attack, Randal enlists his old friend Dante to help him make a movie immortalizing their youthful days at the little convenience store that started it all.","Jeff Anderson, Randal Graves, Brian O'Halloran, Dante Hicks, Jason Mewes, Jay, Kevin Smith, Silent Bob, Rosario Dawson, Becky, Marilyn Ghigliotti, Veronica Loughran, Trevor Fehrman, Elias Grover, Austin Zajur, Blockchain Coltrane, Jennifer Schwalbach Smith, Emma",Clerks III,English,7000000.0,129428736.2,US,Autumn,None,Low Budget,0,1,
life,4/9/2023,0,Drama,"Mehmet's daughter, Hicran, ran away from home a while ago. Mehmet goes to explain this situation to his daughter's fiancee Rıza and his family. Rıza is not impressed at first, as he thinks his fiancee doesn't want him anyway; but after a while he starts to feel humiliated. Finally, he can't stand it and goes after her to İstanbul.","Miray Daner, Hicran, Burak Dakak, Rıza, Umut Kurt, Mehmet",Hayat,Turkish,75000000.0,73521587.0,TR,Spring,None,Mid Budget,0,0,
life,4/9/2023,0,Drama,"Mehmet's daughter, Hicran, ran away from home a while ago. Mehmet goes to explain this situation to his daughter's fiancee Rıza and his family. Rıza is not impressed at first, as he thinks his fiancee doesn't want him anyway; but after a while he starts to feel humiliated. Finally, he can't stand it and goes after her to İstanbul.","Miray Daner, Hicran, Burak Dakak, Rıza, Umut Kurt, Mehmet",Hayat,Turkish,58000000.0,101815660.0,TR,Spring,None,Mid Budget,0,0,
south park the streaming wars part 2,7/13/2022,74,"Animation, Comedy",A drought has brought the town of South Park to the brink of disaster.,"Trey Parker, Various Characters (voice), Matt Stone, Various Characters (voice), April Stewart, Various Characters (voice), Kimberly Brooks, Linda Black (voice), Adrien Beard, Tolkien Black / Steve Black (voice), Neyla Cantu, PigBearGirl (voice), Betty Boogie Parker, Chuck Chuck (voice)",South Park the Streaming Wars Part 2,English,92000000.0,693505653.0,US,Summer,None,Mid Budget,1,0,
escape from pretoria,3/6/2020,73,"Drama, History, Thriller","South Africa, 1978. Tim Jenkin and Stephen Lee, two white political activists from the African National Congress imprisoned by the apartheid regime, put a plan in motion to escape from the infamous Pretoria Prison.","Daniel Radcliffe, Tim Jenkin, Daniel Webber, Stephen Lee, Ian Hart, Denis Goldberg, Mark Leonard Winter, Leonard, Nathan Page, Mongo, Grant Piro, Schnepel, Len Firth, Vermeulen, Lliam Amor, Kitson, Adam Tuominen, Jeremy",Escape from Pretoria,English,147800000.0,559076836.8,GB,Spring,None,Mid Budget,0,0,
angela's christmas wish,12/1/2020,64,"Animation, Family","A determined Angela makes a wish to reunite her family in time for Christmas, then launches a plan to find her way from Ireland to Australia.","Lucy O'Connell, Angela, Ruth Negga, Mother, Moe Dunford, Father, Pat Kinevane, Mr. McGinty / Bar Patron, Jared Harris, The Vet, Caitríona Balfe, Dorothy's Mother",Angela's Christmas Wish,English,51400000.0,379998436.2,US,Winter,New Year's Week,Mid Budget,0,1,
the last kingdom: seven kings must die,4/14/2023,0,"Action, Drama, War","In the wake of King Edward's death, Uhtred of Bebbanburg and his comrades adventure across a fractured kingdom in the hopes of uniting England at last.","Alexander Dreymon, Uhtred of Bebbanburg, Mark Rowley, Finan, Arnas Fedaravicius, Sihtric, Harry Gilby, Aethelstan, Rod Hallett, Constantin, Ross Anderson, Domnal, Tom Christian, Dunstan, Nicholas Wittman, Eamon, Zak Sutcliffe, Edmund",The Last Kingdom: Seven Kings Must Die,English,264940000.0,175269998.8,GB,Spring,None,Big Budget,0,0,
assassin 33 a.d.,1/24/2020,53,Science Fiction,"When a billionaire gives a group of young scientists unlimited resources to study the science of matter transfer, the scientists unlock the secrets of time travel. But they soon find out that the project is backed by a militant extremist group, and the billionaire plans to go back in time and prove that Jesus never rose from the dead.","Donny Boaz, Brandt, Susan Gallagher, Ram's Mom, Heidi Montag, Diane, Beau Davidson, Einstein, Johnny Rey Diaz, Kabil, Anthony Crivello, Ram's Father, Gerardo Davila, Ahmed, Corey Cannon, Roman Soldier #1, Jason Castro, Jesus",Assassin 33 A.D.,English,86000000.0,745203285.6,US,Winter,None,Mid Budget,0,0,
mamá no enredes,7/1/2022,63,Comedy,"Clara, a mother of two teenagers, is a woman open to new experiences who decides to create a profile on TILINK, a dating app. What goes through the mind of a twenty-something when she finds her own mother's profile on Tilink, the trendy dating app? Yes, his mother is still young. Yes, she's divorced from her father and has the right to rebuild her life, but.... Doesn't she know what Tilink is? There are only guys who are going to use her and then dump her, sex snipers... like himself. Dani and his sister Milena will embark on the delirious adventure of boycotting their mother's flirtations, and will go all out when the woman starts a more serious relationship with an Argentine yogurt man, convinced that he will only make her suffer. Only that the brothers' strategies will have the opposite effect to the desired one, there will be more and more men in their mother's life and nothing will turn out as they expect.","Malena Alterio, Clara, Óscar Ortuño, Dani, Eva Ugarte, Raquel, Ben Temple, Franco, Antonio Pagudo, Mario, Juan Grandinetti, Leo, Sofía Oria, Milena, Antonio Garrido, Mario, María Castro, Alicia",Mamá no enRedes,"Spanish, Castilian",110000000.0,271669045.6,ES,Summer,None,Mid Budget,0,1,
marcel the shell with shoes on,1/5/2023,78,"Animation, Comedy, Family, Drama, Adventure","Marcel is an adorable one-inch-tall shell who ekes out a colorful existence with his grandmother Connie and their pet lint, Alan. Once part of a sprawling community of shells, they now live alone as the sole survivors of a mysterious tragedy. But when a documentary filmmaker discovers them amongst the clutter of his Airbnb, the short film he posts online brings Marcel millions of passionate fans, as well as unprecedented dangers and a new hope at finding his long-lost family.","Jenny Slate, Marcel (voice), Dean Fleischer Camp, Dean, Isabella Rossellini, Nana Connie (voice), Joe Gabler, Haysack Rep, Shari Finkelstein, 60 Minutes Producer, Samuel Painter, 60 Minutes Camera Operator, Blake Hottle, 60 Minutes Camera Operator, Scott Osterman, 60 Minutes Sound Mixer, Jeremy Evans, 60 Minutes Grip/Assistant Camera",Marcel the Shell with Shoes On,English,38455333.2,6000000.0,AU,Winter,None,Low Budget,0,0,
home for rent,4/6/2023,60,"Horror, Drama, Thriller",A man becomes determined to protect his family from a dark cult whose members come in the guise of perfect tenants.,"Nittha Jirayungyurn, Ning, Sukollawat Kanarot, Kwin, Penpak Sirikul, Ratree, Thanyaphat Mayuraleela, Ing, Namfon Pakdee, Nuch, Suphithak Chatsuriyawong, Tom, Natniphaporm Ingamornrat, Aunty Phorn, Pawarisa Surathin, Jaa",บ้านเช่า..บูชายัญ,Thai,100000000.0,360455238.0,TH,Spring,None,Mid Budget,0,1,
racer,4/7/2023,0,"Action, Drama",Ashwin who has aspired to become a professional bike racer since his childhood faces rejection from his father to pursue racing. Will Ashwin follow his dream when he gets a chance to race for an independent Pro-Street Championship or will he sacrifice his dream for his family forms the crux of the movie.,"Akil Santhosh, , Lavanya, , Arumugam Bala, , Subramanian Mathavan,",ரேசர்,Tamil,183540000.0,178359863.0,IN,Spring,None,Big Budget,0,1,
onimanji,4/8/2023,0,,"a spin-off to 2015 ninja action adventure, The Great War of Torakage",,Onimanji,Japanese,167540000.0,175269998.8,CH,Spring,None,Big Budget,0,0,
garota da moto,9/23/2021,47,Action,We don't have an overview translated in English. Help us expand our database by adding one.,"Maria Casadevall, Joana, Kevin Vechiatto, Nico, Naruna Costa, Ribeiro, Murilo Grossi, Reynaldo, Roberto Birindelli, Guimarães, Felipe Montanari, Marley, Duda Nagle, Peixoto, Fernanda Viacava, Val, Tiago Amaral, Bactéria",Garota da Moto,Portuguese,129500000.0,847860141.2,BR,Autumn,None,Mid Budget,0,0,
born to fly,4/28/2023,0,"Drama, Action","A talented trainee pilot is given the opportunity to virtually test the latest fighter jet, which pushes him to his limits.","Wang Yibo, Lei, Yu, Hu Jun, Zhang, Ting, Zhou Dongyu, , Xu Kaicheng, , Bu Yu, , Yosh Yu, Deng, Fang, Yujia Zhai, , Wang Zichen, , Tian Zhuangzhuang,",长空之王,Chinese,218000000.0,175269998.8,CN,Spring,None,Big Budget,0,1,
welcome to smelliville,11/11/2021,71,"Animation, Adventure, Family, Fantasy","The Oggly family arrive at the municipal rubbish dump of Smelliville and must look for a new home, but they never feel really welcome anywhere. They stink and are for most humans just a tad too oggly. When Firebottom, the family dragon, crash-lands on the run-down rubbish tip of the small town of Smelliville, the Ogglies at once feel at home. And it's here they want to stay.","Sema'j Alexander Cunningham, Messy (voice), Kya Stein, Mothy (voice), Lily Held, Lotta (voice), Tony Clark, Oggly Dad / Firebottom / Francesco / Workman #3 (voice), Susan Tackenberg, Oggly Mum / Navigation Voice (voice), Geraldine Blecker, Oggly Grandma (voice), Andrea Dewell, Oggly Baby / Mrs Miller / Reporter / Mother in Park (voice), Phil Lewis, Foamworthy / Mayor / Mr Spoke / Newsreader / Workman #5 (voice), Tracey Grey, Lady Mayoress / Mrs De Oderant (voice)",The Ogglies,English,31389400.0,1965219.0,AU,Autumn,None,Low Budget,0,0,
mutation on mars,8/27/2021,68,"Drama, Science Fiction","In the near future, the Earth’s resources are gradually getting scarce. In order to continue the hope of survival for generations of children and grandchildren, top scientists from various countries have brought several species of animals and plants to Mars for research, hoping to improve the Martian environment through advanced science and technology to make it suitable for human habitation.","Shi Liang, Feng Weyi, Ren Zhong, Kuy Ming, Liu Xinqi, He Shiqin, Xin Zuoyu, , Fan Ziqi, , Li Xinzhe, Dou Ping",火星异变,Chinese,87000000.0,510011853.6,CN,Summer,None,Mid Budget,0,1,
army of one,12/14/2020,57,Action,"Out hiking, Special Forces Brenner Baker stumbles onto a Cartel's compound. Her husband's killed and she's left for dead. The Cartel made two mistakes, killed her husband and left her alive. They won't live to make another.","Ellen Hollman, Brenner, Matt Passmore, Dillion, Stephen Dunlevy, Hank, Gary Kasper, Butch, Kendra Carelli, Emily, Geraldine Singer, Mama, Barry Hanley, Lance, Faromance Flix, Special, Cameron Bowen, Jesse",Army of One,English,137100000.0,194023522.4,US,Winter,None,Mid Budget,0,0,
the hating game,1/27/2022,75,"Romance, Comedy","Resolving to achieve professional success without compromising her ethics, Lucy embarks on a ruthless game of one-upmanship against cold and efficient nemesis Joshua, a rivalry that is complicated by her growing attraction to him.","Lucy Hale, Lucy Hutton, Austin Stowell, Josh Templeman, Yasha Jackson, Julie, Sakina Jaffrey, Helen, Corbin Bernsen, Bexley, Kathryn Boswell, Mindy, Shona Tucker, Jeanette, Damon Daunno, Danny, Sean Cullen, Anthony Templeman",The Hating Game,English,96200000.0,412160901.0,AU,Winter,None,Mid Budget,0,0,
entergalactic,9/30/2022,77,"Animation, Comedy, Romance, Music",Ambitious artist Jabari attempts to balance success and love when he moves into his dream Manhattan apartment and falls for his next-door neighbor.,"Kid Cudi, Jabari (voice), Jessica Williams, Meadow Watson (voice), Laura Harrier, Carmen (voice), Ty Dolla Sign, Ky (voice), Timothée Chalamet, Jimmy (voice), Vanessa Hudgens, Karina (voice), Christopher Abbott, Reed (voice), Keith David, Mr. Rager (voice), Arturo Castro, Len (voice)",Entergalactic,English,144260000.0,465274826.8,AU,Autumn,None,Mid Budget,0,0,
holidate,10/27/2020,71,"Comedy, Romance","Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.","Emma Roberts, Sloane, Luke Bracey, Jackson, Kristin Chenoweth, Aunt Susan, Frances Fisher, Elaine, Andrew Bachelor, Neil, Manish Dayal, Faarooq, Jessica Capshaw, Abby, Alex Moffat, Peter, Cynthy Wu, Liz",Holidate,English,112900000.0,533344684.0,AU,Autumn,Halloween,Mid Budget,0,1,
sinjar,7/1/2022,61,Drama,Three women whose lives are shattered by ISIS travel intertwined journeys on two continents to find their shared destiny in fighting back.,"Nora Navas, Carlota, Halima Ilter, Hadia, Eman Eido, Arjin (as Iman Ido Koro), Luisa Gavasa, Carmen, Àlex Casanovas, Agent Farré, Mercè Rovira, Maria, Guim Puig, Marc, Mouafaq Rushdie, Abu Omar, Franz Harram, Harit",Sinjar,English,68200000.0,608383159.4,ES,Summer,None,Mid Budget,0,1,
jackie brown,9/1/2020,74,"Crime, Thriller, Drama","Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan — with help from a bail bondsman — to keep the money for herself.","Pam Grier, Jackie Brown, Samuel L. Jackson, Ordell Robbie, Robert De Niro, Louis Gara, Bridget Fonda, Melanie Ralston, Michael Keaton, Ray Nicolette, Robert Forster, Max Cherry, Michael Bowen, Mark Dargus, Chris Tucker, Beaumont Livingston, LisaGay Hamilton, Sheronda",Jackie Brown,English,12000000.0,74727492.0,AU,Autumn,None,Low Budget,0,0,
the binding,10/2/2020,54,"Horror, Thriller, Drama","While visiting her fiancé's mother in southern Italy, a woman must fight the mysterious and malevolent curse intent on claiming her daughter.","Mía Maestro, Emma, Riccardo Scamarcio, Francesco, Giulia Patrignani, Sofia, Mariella Lo Sardo, Teresa, Raffaella D'Avella, Sabrina, Federica Rosellini, Ada, Sebastiano Filocamo, Don Gino",Il legame,Italian,98200000.0,247240931.6,IT,Autumn,None,Mid Budget,0,1,
i used to be famous,9/9/2022,72,"Comedy, Drama, Music",A former boy band star unexpectedly gets a second shot at success when he forms a bond with a gifted young drummer.,"Ed Skrein, Vince, Eleanor Matsuura, Amber, Eoin Macken, Austin, Kurt Egyiawan, Dia, Neil Stuke, Dennis, Racheal Ofori, Mel, Leo Long, Stevie, Lorraine Ashbourne, Cheryl, Stanley Morgan, Vince (age 19)",I Used to Be Famous,English,160400000.0,664444451.4,GB,Autumn,None,Big Budget,0,0,
i am vanessa guillen,11/17/2022,74,Documentary,"A young woman dreamed of a military career. In 2020, however, after telling her mother she was being sexually harassed on the Fort Hood army base, Guillen was murdered by a fellow soldier. Her story sparked an international movement of assault victims demanding action. The project follows her family’s fight for historic reform, a journey that takes them to the Oval Office.",,I Am Vanessa Guillen,English,79500000.0,708023892.4,US,Autumn,None,Mid Budget,0,0,
selina's gold,10/28/2022,72,Drama,"Selina's father sells her to Tiago who makes her a sex slave. With the help of Domeng, Tiago's blind slave, she plans their way out of this living hell.","Angeli Khang, , Gold Aceron, , Jay Manalo, , Azi Acosta, , Soliman Cruz, , Aurora Sevilla, , Mickey Ferriols, , Archie Adamos, , Gwen Garci,",Selina's Gold,Tagalog,81200000.0,472749495.2,PH,Autumn,Halloween,Mid Budget,0,1,
sometimes during the day i realize things,4/9/2023,0,Drama,"Using mixed techniques and experimental elements, the director intends to explore the relationship between him, the cinema, the actor and the spectator.","Danilo de Alencar Trindade, Self/Nelson Castelo","Ás vezes, durante o dia, percebo coisas",Portuguese,174600000.0,175269998.8,BR,Spring,None,Big Budget,0,0,
wish you,1/15/2021,77,"Romance, Music, Drama","Singing and dreaming together, a talented singer-songwriter and a same-aged keyboardist add harmony and love to each other's lives.","Kang In-soo, Kang In-soo, Lee Sang, Yoon Sang-yi, Park Soo-bin, Lee Yoo-jin, Baek Seo-bin, Choi Min-seong",위시유,Korean,110060000.0,530401369.0,US,Winter,None,Mid Budget,0,0,
the forgotten battle,6/5/2021,71,"War, History, Drama","November 1944. On the flooded isle of Walcheren, Zeeland, thousands of Allied soldiers are battling the German army. Three young lives become inextricably connected. A Dutch boy fighting for the Germans, an English glider pilot and a girl from Zeeland connected to the resistance against her will, are forced to make crucial choices that impact both their own freedom and the freedom of others.","Gijs Blom, Marinus van Staveren, Jamie Flatters, William Sinclair, Susan Radder, Teuntje Visser, Theo Barklem-Biggs, John, Jan Bijvoet, Doctor Visser, Marthe Schneider, Janna, Ronald Kalter, Dirk Visser, Scott Reid, Nigel, Robert Naylor, Bill",De Slag om de Schelde,"Dutch, Flemish",14000000.0,184568035.2,NL,Summer,None,Low Budget,0,1,
gabriel's inferno: part iii,11/19/2020,84,"Romance, Comedy",The final part of the film adaption of the erotic romance novel Gabriel's Inferno written by an anonymous Canadian author under the pen name Sylvain Reynard.,"Melanie Zanetti, Julia Mitchell, Giulio Berruti, Gabriel Emerson, Rhett Wellington, Simon Talbot, James Andrew Fraser, Paul Norris, Margaux Brooke, Christa Peterson, Agnes Albright, Paulina Gruscheva, Pat Asanti, Antonio, Julia Barrett-Mitchell, Rachel Clark",Gabriel's Inferno: Part III,English,171600000.0,1139752081.0,US,Autumn,None,Big Budget,1,0,
raymond & ray,10/14/2022,67,"Drama, Comedy","Half brothers Raymond and Ray reunite when their estranged father dies—and discover that his final wish was for them to dig his grave. Together, they process who they’ve become as men, both because of their father and in spite of him.","Ewan McGregor, Raymond, Ethan Hawke, Ray, Maribel Verdú, Lucia, Sophie Okonedo, Kiera, Vondie Curtis-Hall, Reverend West, Todd Louiso, Canfield, Tom Bower, Harris, Maxim Swinton, Simon, Chris Silcox, Leon",Raymond & Ray,English,93000000.0,592174598.8,US,Autumn,None,Mid Budget,0,0,
vertigo,9/9/2021,20,Documentary,A whistle blower counts the steps. The steppers share glances. The whistle blower stops blowing the whistle and attempts to steal their glances. Steps are broken and transform. A new glance replaces the old.,"Park Ji hyeon, dancer",Vertigo,Korean,12001040.0,38139010.0,KR,Autumn,None,Low Budget,0,0,
mafia mamma,4/13/2023,0,"Crime, Comedy","A suburban American woman inherits her grandfather’s Mafia empire and, guided by the Firm’s trusted consigliere, defies everyone’s expectations, including her own, as the new head of the family business.","Toni Collette, Kristin, Monica Bellucci, Bianca, Rob Huebel, , Alfonso Perugini, , Yonv Joseph, , Giulio Maria Corso,",Mafia Mamma,English,213000000.0,178359863.0,AU,Spring,None,Big Budget,0,1,
40 years young,3/10/2022,59,Comedy,"After turning 40, César is invited to a culinary contest in Cancún, but a bitter discovery threatens to destroy his family as well as his chances to win the competition.","Adal Ramones, Paolo, Erick Elías, César, Gaby Espino, Naomi, Sonia Couoh, Selina, Ximena Rubio, Amelia, Anabel Ferreira, Mamá de Amelia, Miguel Pizarro, Casas, Giovanna Zacarías, Mujer del jurado popular, Juan Carlos Colombo, Cura",Cuarentones,"Spanish, Castilian",135159000.0,234980052.8,MX,Spring,None,Mid Budget,0,0,
ride above,12/21/2022,72,"Drama, Comedy, Family","Growing up among horses at her parents' stud farm, Zoé dreams of becoming a jockey and forms a deep bond with a young horse. A terrible accident threatens to end their racing careers, but they fight to reach victory together.","Mélanie Laurent, , Pio Marmaï, , Kacey Mottet Klein, , Carmen Kassovitz, , Charlie Paulet, , June Benard, , Carole Bouquet, , Danny Huston, , Hugo Becker,",Tempête,French,12000000.0,101412590.0,FR,Winter,None,Low Budget,0,1,
like a boss,5/6/2020,63,Comedy,"Two female friends with very different ideals decide to start a beauty company together. One is more practical, while the other wants to earn her fortune and live a lavish lifestyle.","Tiffany Haddish, Mia Carter, Rose Byrne, Mel Paige, Salma Hayek, Claire Luna, Karan Soni, Josh Tinker, Jacob Latimore, Harry, Billy Porter, Barrett, Jimmy O. Yang, Ron, Ryan Hansen, Greg, Jennifer Coolidge, Sydney",Like a Boss,English,29000000.0,26563888.0,AU,Spring,None,Low Budget,0,0,
the lost prince,2/12/2020,57,"Fantasy, Adventure, Comedy","Djibi lives alone with Sofia, his 8-year-old daughter. Every night, he invents a story to put him to sleep. When Sofia falls asleep, these extraordinary stories come to life somewhere in an imaginary world inhabited by knights, pirates and other dragons. In this world that belongs only to them, Sofia is always the princess to save, and the brave Prince is none other than Djibi himself.  But 3 years later, the entry of Sofia to the college will mark the end of her childhood. To the despair of her father, she no longer needs her stories at night. On the one hand, Djibi will have to accept that his daughter will grow up and move away from him. On the other hand, in the World of Stories, the Prince will have to face the most epic of all his adventures. Find your destiny in a world where it no longer has a place.","Omar Sy, Djibi, le père / le prince, Bérénice Bejo, Clotilde, la voisine / la femme à la porte, François Damiens, Pritprout, Sarah Gaye, Sofia (12 ans), Keyla Fala, Sofia (8 ans) / la princesse, Néotis Ronzon, Max / le nouveau prince, Philippe Vieux, Wallace, le régisseur, Philippe Uchan, Bernard, le régisseur, Lionel Laget, Jacques dit ""Benoit"", l'accessoiriste",Le prince oublié,French,122800000.0,366208661.4,FR,Winter,Valentine's Week,Mid Budget,0,0,
books of blood,10/7/2020,65,"Horror, Science Fiction",A journey into uncharted and forbidden territory through three tales tangled in space and time.,"Britt Robertson, Jenna, Freda Foh Shen, Ellie, Nicholas Campbell, Sam, Anna Friel, Mary, Rafi Gavron, Simon, Yul Vazquez, Bennett, Andy McQueen, Steve, Kenji Fitzgerald, Gavin, Paige Turco, Nicole",Books of Blood,English,123000000.0,472727714.0,US,Autumn,None,Mid Budget,0,1,
mom's friend 2020,6/5/2020,10,Romance,"Tae-hee, can't live without her dead husband, and is living alone without being remarried. Her neighborhood friends, Yeong-ju and Cheol-min still feels sorry for her. However, Yeong-ju's son, Min-ho, secretly takes pictures of Tae-hee, admiring her. One day, Tae-hee and Yeong-ju goes to the grocery when she heads back home, after forgetting her cellphone in Yeong-ju's house. Just in time, Min-ho comes out of the shower and hugs Tae-hee...","Kim Ji-ah, , Lee Eun-mi, , Han Seok-bong, , Min Do-yoon,",엄마친구 2020,Korean,201940000.0,38157314.0,KR,Summer,None,Big Budget,0,1,
grand blue,8/7/2020,54,Comedy,"Iori’s only dream is to go to college on a remote island—but when he gets roped into the school’s debaucherous, alcohol-indulgent diving club his hope for a sparkling campus life is thrown into chaos.","Ryo Ryusei, Iori Kitahara, Atsuhiro Inukai, Kohei Imamura, Yuki Yoda, Chisa Furutegawa, Aya Asahina, Nana Furukawa, Yuka Ogura, Azusa Hamaoka, Ren Ishikawa, Mana Yoshihara, Masahiro Takashima, Toshio Furukawa",ぐらんぶる,Japanese,76000000.0,152911218.6,JP,Summer,None,Mid Budget,0,0,
three christs,1/10/2020,68,Drama,Dr. Alan Stone breaks new ground for treatment of the mentally ill through an experiment on three paranoid schizophrenic patients who believe they are Jesus Christ.,"Richard Gere, Dr. Alan Stone, Peter Dinklage, Joseph, Walton Goggins, Leon, Bradley Whitford, Clyde, Charlotte Hope, Becky, Julianna Margulies, Ruth, Kevin Pollak, Dr. Orbus, James Monroe Iglehart, Benny, Stephen Root, Dr. Rogers",Three Christs,English,56600000.0,583921229.0,US,Winter,None,Mid Budget,0,0,
long story short,2/11/2021,69,"Romance, Comedy, Fantasy","Teddy wakes up the morning after his wedding to discover that he's jumped forward a year in his life to his first anniversary. Trapped in an endless cycle of time jumps, transported another year ahead every few minutes, he is faced with a race against time as his life crumbles around him.","Rafe Spall, Teddy, Zahra Newman, Leane, Ronny Chieng, Sam, Dena Kaplan, Becka, Noni Hazlehurst, The Stranger, Josh Lawson, Patrick",Long Story Short,English,183600000.0,672680361.8,AU,Winter,Valentine's Week,Big Budget,0,1,
love in the villa,9/1/2022,60,"Romance, Comedy","A young woman takes a trip to romantic Verona, Italy, after a breakup, only to find that the villa she reserved was double-booked, and she'll have to share her vacation with a cynical British man.","Kat Graham, Julie, Tom Hopper, Charlie, Raymond Ablack, Brandon, Laura Hopper, Cassie, Sean Amsing, Roberto, Emilio Solfrizzi, Silvio D'Angelo, Lorenzo Lazzarini, Uberto, Vincent Riotta, Carlo Caruso, Solimano Pontarollo, Baggage Handler Amore Air",Love in the Villa,English,82000000.0,322575336.8,US,Autumn,None,Mid Budget,0,1,
christmas with you,11/17/2022,58,"Romance, Comedy","Feeling career burnout, pop star Angelina escapes to grant a young fan's wish in small-town New York, where she not only finds the inspiration to revitalize her career but also a shot at true love.","Aimee Garcia, Angelina, Freddie Prinze Jr., Miguel, Deja Monique Cruz, Cristina, Zenzi Williams, Monique, Kyndra Sanchez, Gloria, Socorro Santiago, Frida, Helena Betancourt, Conchi, Elisa Bocanegra, Connie, Lawrence J. Hughes, Barry",Christmas with You,English,157600000.0,277948016.0,US,Autumn,None,Big Budget,0,0,
2067,10/2/2020,53,"Science Fiction, Thriller","A lowly utility worker is called to the future by a mysterious radio signal, he must leave his dying wife to embark on a journey that will force him to face his deepest fears in an attempt to change the fabric of reality and save humankind from its greatest environmental crisis yet.","Kodi Smit-McPhee, Ethan Whyte, Ryan Kwanten, Jude Mathers, Sana'a Shaik, Xanthe Whyte, Aaron Glenane, Richard Whyte, Leeanna Walsman, Selene Whyte, Deborah Mailman, Regina Jackson, Finn Little, Young Ethan Whyte, Matt Testro, Young Jude Mathers, Damian Walshe-Howling, Billy Mitchell",2067,English,148200000.0,438434428.4,US,Autumn,None,Mid Budget,0,0,39.0
dangerous drugs of sex,2/14/2020,62,"Thriller, Drama","Katsuragi, an elite office worker who fell from a perfect life, drunkenly attempted to jump and commit suicide. Suddenly, he was helped by a mysterious man, Yoda, but that was the beginning of a horrible life of confinement training...","Takashi Kitadai, Ryuji Youda, Sho Wantanbe, Katsuragi Makoto, Kouhei Nagano, Endo, Ruri Shinato, Ayaka, Seiki Chiba, Nakajima, Sousuke Yamamoto, Bartender, Fumio Moriya, Worker",性の劇薬,Japanese,75744000.0,298222862.4,JP,Winter,Valentine's Week,Mid Budget,0,0,
a shaun the sheep movie: farmageddon,1/9/2020,69,"Comedy, Animation, Family","When an alien with amazing powers crash-lands near Mossy Bottom Farm, Shaun the Sheep goes on a mission to shepherd the intergalactic visitor home before a sinister organization can capture her.","Justin Fletcher, Shaun / Timmy (voice), John Sparkes, The Farmer / Bitzer (voice), Amalia Vitale, Lu-La/ Me-Ma (voice), Kate Harbour, Agent Red/ Timmy's Mum (voice), David Holt, Mugg-1n5 (voice), Andy Nyman, Nuts (voice), Richard Webber, Shirley/ Vb-00 (voice), Emma Tate, Hazel (voice), Simon Greenall, Twins (voice)",A Shaun the Sheep Movie: Farmageddon,English,52000000.0,42880428.0,AU,Winter,None,Mid Budget,0,0,
